listing_id,host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit (% of price),cleaning_fee (% of price),minimum_nights,cancellation_policy
9031551,f,Hobart,House,Private room,1,1,1,1,Real Bed,$61.00 ,0.00%,65.57%,5,strict_14_with_grace_period
9032049,t,Glamorgan/Spring Bay,Farm stay,Entire home/apt,2,1,1,1,Real Bed,$251.00 ,0.00%,0.00%,1,flexible
9032290,f,Hobart,House,Entire home/apt,10,2,4,10,Real Bed,$751.00 ,0.00%,33.29%,2,strict_14_with_grace_period
9069705,t,Break O'Day,House,Entire home/apt,4,1.5,2,3,Real Bed,$145.00 ,103.45%,48.28%,2,strict_14_with_grace_period
9078609,t,Kingborough,Farm stay,Private room,2,1,1,1,Real Bed,$80.00 ,0.00%,0.00%,2,flexible
9098177,f,Hobart,Apartment,Entire home/apt,4,1,2,2,Real Bed,$120.00 ,0.00%,8.33%,2,moderate
9099441,f,Glamorgan/Spring Bay,House,Entire home/apt,6,1,3,4,Real Bed,$200.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9100643,f,Glamorgan/Spring Bay,House,Entire home/apt,3,1,1,2,Real Bed,$230.00 ,0.00%,0.00%,1,flexible
9114647,f,Glamorgan/Spring Bay,House,Entire home/apt,9,2,4,6,Real Bed,$291.00 ,0.00%,41.24%,1,strict_14_with_grace_period
9116159,f,Sorell,Villa,Entire home/apt,2,1,1,1,Real Bed,$74.00 ,0.00%,27.03%,2,moderate
9119810,f,Break O'Day,House,Entire home/apt,7,1,3,5,Real Bed,$129.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9120539,t,Clarence,House,Entire home/apt,5,1,2,5,Real Bed,$140.00 ,0.00%,28.57%,2,flexible
9140051,t,Break O'Day,House,Entire home/apt,8,2.5,4,4,Real Bed,$340.00 ,88.24%,22.06%,2,moderate
9143640,f,Central Highlands,House,Entire home/apt,12,1.5,4,8,Real Bed,$196.00 ,255.10%,0.00%,1,strict_14_with_grace_period
9144130,f,Southern Midlands,Bungalow,Entire home/apt,2,1,0,1,Real Bed,$110.00 ,181.82%,0.00%,1,strict_14_with_grace_period
9155431,f,Dorset,House,Entire home/apt,6,2,3,4,Real Bed,$160.00 ,0.00%,0.00%,2,flexible
9157369,f,Launceston,Apartment,Entire home/apt,2,1,1,1,Real Bed,$169.00 ,0.00%,0.00%,1,flexible
9160109,f,Kingborough,House,Entire home/apt,7,3,4,6,Real Bed,$291.00 ,68.73%,0.00%,2,strict_14_with_grace_period
9171707,t,Kingborough,Cabin,Entire home/apt,2,1,1,2,Real Bed,$320.00 ,0.00%,0.00%,1,flexible
9172539,t,Kingborough,Loft,Entire home/apt,6,1.5,2,5,Real Bed,$190.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9176320,t,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$225.00 ,88.89%,21.78%,1,moderate
9189594,t,Clarence,House,Private room,2,1,1,1,Real Bed,$65.00 ,230.77%,0.00%,1,moderate
9189669,t,Clarence,Cottage,Entire home/apt,2,1,1,1,Real Bed,$160.00 ,0.00%,18.75%,1,moderate
9189936,f,Northern Midlands,House,Entire home/apt,2,1,1,1,Real Bed,$105.00 ,0.00%,19.05%,3,flexible
9190344,t,Kingborough,House,Entire home/apt,4,1,2,2,Real Bed,$219.00 ,342.47%,22.83%,2,strict_14_with_grace_period
9199184,t,Kingborough,Cottage,Entire home/apt,2,1,1,1,Real Bed,$190.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9201857,t,Hobart,House,Private room,4,1,2,2,Real Bed,$85.00 ,0.00%,0.00%,1,flexible
9201879,t,Launceston,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$120.00 ,0.00%,16.67%,1,flexible
9204095,t,Hobart,House,Private room,12,4,5,6,Real Bed,$359.00 ,55.71%,0.00%,1,moderate
9220062,f,Huon Valley,Farm stay,Entire home/apt,8,2,4,6,Real Bed,$180.00 ,0.00%,13.89%,2,strict_14_with_grace_period
9221854,t,Break O'Day,Cottage,Entire home/apt,6,1,3,4,Real Bed,$120.00 ,125.00%,58.33%,1,moderate
9222533,f,Derwent Valley,Bed and breakfast,Private room,2,1,1,1,Real Bed,$251.00 ,0.00%,0.00%,1,flexible
9235872,f,Huon Valley,House,Entire home/apt,6,1,3,4,Real Bed,$160.00 ,0.00%,15.63%,2,strict_14_with_grace_period
9237537,t,Glamorgan/Spring Bay,House,Entire home/apt,6,2,3,4,Real Bed,$350.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9237745,t,Kingborough,House,Entire home/apt,6,1.5,4,4,Real Bed,$200.00 ,100.00%,25.00%,2,moderate
9257438,t,Hobart,Apartment,Entire home/apt,4,1,2,2,Real Bed,$340.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9259412,f,Clarence,Bed and breakfast,Entire home/apt,3,1,1,2,Real Bed,$169.00 ,0.00%,0.00%,2,flexible
9260899,f,Clarence,Bed and breakfast,Entire home/apt,4,1,1,3,Real Bed,$160.00 ,0.00%,0.00%,2,flexible
9261048,t,Launceston,Townhouse,Entire home/apt,6,1.5,3,4,Real Bed,$190.00 ,210.53%,13.16%,1,moderate
9263970,t,Clarence,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$140.00 ,0.00%,0.00%,1,flexible
9281646,f,Launceston,Apartment,Entire home/apt,4,1,2,2,Real Bed,$120.00 ,0.00%,0.00%,1,flexible
9281901,f,Hobart,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,$150.00 ,0.00%,13.33%,2,strict_14_with_grace_period
9287682,f,Brighton,Guesthouse,Entire home/apt,4,1,0,2,Real Bed,$96.00 ,156.25%,0.00%,1,moderate
9298095,f,Sorell,Bed and breakfast,Entire home/apt,4,1,2,2,Real Bed,$70.00 ,0.00%,28.57%,1,flexible
9312599,t,Hobart,House,Entire home/apt,6,1,3,4,Real Bed,$200.00 ,0.00%,0.00%,2,moderate
9318406,t,Derwent Valley,House,Private room,2,1,1,1,Real Bed,$120.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9319979,f,Kingborough,House,Entire home/apt,12,2,4,9,Real Bed,$280.00 ,107.14%,0.00%,2,strict_14_with_grace_period
9321180,f,Clarence,Apartment,Entire home/apt,2,1,1,1,Real Bed,$101.00 ,0.00%,49.50%,2,flexible
9351022,t,Hobart,House,Entire home/apt,4,1,2,2,Real Bed,$129.00 ,116.28%,19.38%,2,moderate
9351933,t,Huon Valley,Guesthouse,Entire home/apt,6,1,3,4,Real Bed,$150.00 ,0.00%,20.00%,2,flexible
9352874,t,Hobart,House,Private room,2,1,1,1,Real Bed,$90.00 ,0.00%,33.33%,3,strict_14_with_grace_period
9354515,t,Hobart,House,Entire home/apt,6,1.5,3,4,Real Bed,$240.00 ,104.17%,31.25%,2,moderate
9366540,t,Hobart,House,Entire home/apt,2,1,1,2,Real Bed,$112.00 ,0.00%,53.57%,1,moderate
9373710,f,Meander Valley,Guesthouse,Entire home/apt,5,1,2,3,Real Bed,$101.00 ,0.00%,0.00%,1,flexible
9378850,t,Hobart,House,Private room,2,1,1,1,Real Bed,$95.00 ,0.00%,31.58%,3,strict_14_with_grace_period
9394959,f,Northern Midlands,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$85.00 ,0.00%,0.00%,1,flexible
9411273,f,Hobart,Other,Shared room,2,1,1,2,Real Bed,$25.00 ,0.00%,0.00%,1,flexible
9411742,f,Launceston,House,Entire home/apt,4,2,2,2,Real Bed,$251.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9417600,t,Kingborough,House,Private room,2,1,1,1,Real Bed,$74.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9429687,f,Kentish,House,Entire home/apt,8,1,3,6,Real Bed,$179.00 ,0.00%,19.55%,1,strict_14_with_grace_period
9429980,f,Kentish,Loft,Entire home/apt,5,1,0,3,Real Bed,$145.00 ,0.00%,24.14%,1,strict_14_with_grace_period
9432878,t,Meander Valley,House,Entire home/apt,5,2,3,3,Real Bed,$260.00 ,0.00%,0.00%,2,moderate
9433670,f,Kingborough,Apartment,Entire home/apt,2,1,1,2,Real Bed,$61.00 ,0.00%,0.00%,2,flexible
9434173,f,Hobart,Serviced apartment,Private room,2,2,1,2,Real Bed,$85.00 ,0.00%,0.00%,1,flexible
9451907,t,Glenorchy,Cottage,Entire home/apt,5,1,2,2,Real Bed,$101.00 ,0.00%,39.60%,2,moderate
9453782,t,Glamorgan/Spring Bay,Nature lodge,Private room,2,1,1,1,Real Bed,$150.00 ,0.00%,0.00%,1,flexible
9453979,t,Tasman,House,Entire home/apt,6,2,3,4,Real Bed,$150.00 ,0.00%,0.00%,2,moderate
9462302,t,Hobart,House,Entire home/apt,4,2,2,2,Real Bed,$375.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9464498,f,Break O'Day,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,0.00%,38.89%,1,strict_14_with_grace_period
9464644,f,Glamorgan/Spring Bay,House,Entire home/apt,4,1,0,1,Real Bed,$220.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9464671,t,Glamorgan/Spring Bay,Cabin,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,263.16%,42.11%,2,flexible
9464840,f,Huon Valley,Camper/RV,Private room,2,1,1,1,Real Bed,$65.00 ,0.00%,23.08%,1,flexible
9466098,t,Break O'Day,Hut,Entire home/apt,4,0.5,1,1,Real Bed,$125.00 ,0.00%,40.00%,1,strict_14_with_grace_period
9466291,f,Hobart,House,Entire home/apt,5,1,3,4,Real Bed,$180.00 ,277.78%,0.00%,3,moderate
9466943,t,Meander Valley,House,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,0.00%,0.00%,1,moderate
9467676,t,Kentish,House,Entire home/apt,6,2,3,4,Real Bed,$186.00 ,107.53%,16.13%,2,moderate
9467925,t,Break O'Day,House,Private room,2,1,1,1,Real Bed,$156.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9478623,t,Hobart,House,Private room,2,1,1,1,Real Bed,$136.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9479572,t,Meander Valley,Cabin,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,0.00%,0.00%,1,flexible
9483772,t,Devonport,House,Entire home/apt,7,2.5,3,4,Real Bed,$291.00 ,0.00%,0.00%,3,moderate
9495998,t,Derwent Valley,Bed and breakfast,Private room,2,0.5,1,2,Real Bed,$90.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9499408,f,Hobart,House,Entire home/apt,5,1,2,3,Real Bed,$180.00 ,0.00%,38.89%,1,moderate
9499428,t,Launceston,Cabin,Entire home/apt,2,1.5,1,1,Real Bed,$291.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9511903,f,Hobart,Apartment,Entire home/apt,4,1,2,1,Real Bed,$120.00 ,0.00%,0.00%,1,moderate
9517363,f,Clarence,House,Entire home/apt,7,1,3,5,Real Bed,$190.00 ,0.00%,26.32%,3,flexible
9521837,f,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$120.00 ,0.00%,49.17%,1,strict_14_with_grace_period
9532857,f,Clarence,Apartment,Entire home/apt,6,1,3,4,Real Bed,$180.00 ,0.00%,0.00%,1,moderate
9533243,t,Hobart,Apartment,Entire home/apt,6,1,3,4,Real Bed,$167.00 ,0.00%,35.93%,1,moderate
9533415,f,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$156.00 ,0.00%,19.23%,2,moderate
9533957,t,Huon Valley,House,Entire home/apt,8,2,4,4,Real Bed,$240.00 ,0.00%,41.67%,2,moderate
9547803,t,Tasman,Bungalow,Entire home/apt,5,1,2,5,Real Bed,$125.00 ,0.00%,60.00%,2,moderate
9551204,t,Hobart,Bed and breakfast,Private room,2,1,1,1,Real Bed,$95.00 ,0.00%,10.53%,1,moderate
9555779,f,Clarence,House,Entire home/apt,6,1,4,5,Real Bed,$80.00 ,625.00%,31.25%,2,moderate
9565592,f,Huon Valley,House,Private room,2,1,1,1,Real Bed,$114.00 ,0.00%,0.00%,1,flexible
9565796,t,Launceston,House,Entire home/apt,6,1,3,4,Real Bed,$160.00 ,93.75%,43.75%,2,strict_14_with_grace_period
9566405,t,Clarence,Bungalow,Entire home/apt,4,1,2,3,Real Bed,$158.00 ,126.58%,15.82%,2,moderate
9567336,t,Break O'Day,House,Private room,2,1,1,1,Real Bed,$156.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9575583,f,Glenorchy,House,Entire home/apt,6,1,2,3,Real Bed,$85.00 ,176.47%,45.88%,2,moderate
9578213,t,Hobart,Loft,Entire home/apt,2,1,0,1,Real Bed,$125.00 ,0.00%,20.00%,1,flexible
9579084,t,Launceston,House,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,0.00%,33.33%,2,moderate
9580567,t,Central Coast,Apartment,Entire home/apt,3,1,1,2,Real Bed,$129.00 ,0.00%,0.00%,1,flexible
9583223,t,West Tamar,Apartment,Entire home/apt,2,1,0,1,Real Bed,$99.00 ,0.00%,0.00%,1,flexible
9590376,t,Hobart,House,Entire home/apt,4,1.5,2,2,Real Bed,$145.00 ,0.00%,55.17%,2,moderate
9594342,f,Hobart,Serviced apartment,Private room,2,2,1,1,Real Bed,$74.00 ,0.00%,0.00%,1,flexible
9598703,t,West Tamar,House,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,0.00%,13.64%,1,strict_14_with_grace_period
9601065,f,Hobart,Serviced apartment,Private room,2,2,1,1,Real Bed,$74.00 ,0.00%,0.00%,1,flexible
9617605,t,Sorell,House,Entire home/apt,6,1,3,4,Real Bed,$129.00 ,116.28%,62.02%,2,flexible
9618333,f,Hobart,Serviced apartment,Private room,2,2,1,1,Real Bed,$80.00 ,0.00%,0.00%,1,flexible
9618806,t,Derwent Valley,Bed and breakfast,Private room,2,0.5,1,1,Real Bed,$90.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9619105,f,Hobart,House,Entire home/apt,5,1.5,2,4,Real Bed,$150.00 ,0.00%,33.33%,1,strict_14_with_grace_period
9619461,f,Hobart,Serviced apartment,Private room,2,2,1,1,Real Bed,$80.00 ,0.00%,0.00%,1,flexible
9634884,f,Clarence,Cottage,Entire home/apt,5,1,2,3,Real Bed,$190.00 ,0.00%,0.00%,3,strict_14_with_grace_period
9635673,f,Hobart,House,Entire home/apt,8,3,5,6,Real Bed,$251.00 ,79.68%,59.76%,3,flexible
9651566,t,Southern Midlands,Hut,Entire home/apt,16,0.5,6,8,Real Bed,$140.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9652592,f,Break O'Day,Villa,Entire home/apt,6,2.5,3,4,Real Bed,"$1,500.00 ",66.67%,10.00%,7,strict_14_with_grace_period
9656502,f,Kingborough,House,Entire home/apt,7,2,3,5,Real Bed,$375.00 ,0.00%,0.00%,5,flexible
9668691,f,Hobart,Serviced apartment,Private room,4,2,1,4,Real Bed,$90.00 ,0.00%,0.00%,1,flexible
9683638,f,Hobart,Tiny house,Entire home/apt,2,1,0,1,Real Bed,$129.00 ,116.28%,27.13%,1,moderate
9700966,t,Hobart,Townhouse,Private room,3,1,1,2,Real Bed,$65.00 ,0.00%,38.46%,2,flexible
9700971,t,Hobart,Townhouse,Private room,4,1,1,2,Real Bed,$63.00 ,0.00%,39.68%,2,flexible
9715477,t,West Tamar,Cottage,Entire home/apt,13,1.5,1,13,Real Bed,$150.00 ,333.33%,0.00%,1,strict_14_with_grace_period
9717653,f,Sorell,House,Entire home/apt,10,1,3,10,Real Bed,$120.00 ,0.00%,0.00%,3,flexible
9720041,t,Glenorchy,Guesthouse,Entire home/apt,3,1,1,2,Real Bed,$74.00 ,202.70%,47.30%,2,strict_14_with_grace_period
9720551,t,Launceston,House,Entire home/apt,6,1,3,3,Real Bed,$110.00 ,0.00%,18.18%,2,strict_14_with_grace_period
9735987,t,Kentish,Guest suite,Private room,2,1,1,1,Real Bed,$99.00 ,0.00%,25.25%,1,moderate
9739647,t,Break O'Day,House,Entire home/apt,6,2,3,3,Real Bed,$220.00 ,0.00%,0.00%,2,moderate
9742198,f,Sorell,House,Entire home/apt,6,1,3,4,Real Bed,$150.00 ,0.00%,0.00%,1,flexible
9761329,t,Clarence,House,Private room,2,1,1,1,Real Bed,$175.00 ,0.00%,0.00%,1,moderate
9762294,f,Hobart,House,Entire home/apt,9,3,5,6,Real Bed,$601.00 ,199.67%,33.28%,4,strict_14_with_grace_period
9763962,f,Hobart,Apartment,Entire home/apt,4,1,2,2,Real Bed,$260.00 ,76.92%,0.00%,2,strict_14_with_grace_period
9776379,t,Kentish,Guest suite,Private room,2,1,1,2,Real Bed,$34.00 ,0.00%,73.53%,1,moderate
9794965,t,Glamorgan/Spring Bay,House,Entire home/apt,6,1,3,4,Real Bed,$158.00 ,0.00%,37.34%,2,moderate
9795916,t,Huon Valley,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$160.00 ,0.00%,0.00%,1,flexible
9796008,t,Tasman,Cabin,Entire home/apt,4,1,2,4,Real Bed,$99.00 ,0.00%,70.71%,2,super_strict_60
9797660,f,Glamorgan/Spring Bay,House,Entire home/apt,10,2,4,6,Real Bed,$390.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9798297,t,Hobart,Apartment,Entire home/apt,2,1,0,1,Real Bed,$70.00 ,0.00%,14.29%,1,moderate
9808025,t,Hobart,House,Entire home/apt,2,1,1,1,Real Bed,$186.00 ,0.00%,26.88%,1,moderate
9813118,f,West Tamar,House,Entire home/apt,6,1,3,4,Real Bed,$118.00 ,169.49%,67.80%,2,moderate
9824858,f,Glamorgan/Spring Bay,Apartment,Entire home/apt,5,2,2,3,Real Bed,$209.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9827717,t,Hobart,Loft,Entire home/apt,2,1,1,1,Real Bed,$70.00 ,0.00%,0.00%,5,moderate
9829969,t,Glamorgan/Spring Bay,House,Entire home/apt,6,1,3,4,Real Bed,$200.00 ,0.00%,0.00%,2,flexible
9830217,f,Glamorgan/Spring Bay,Apartment,Entire home/apt,5,1,2,3,Real Bed,$260.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9830785,t,Hobart,House,Private room,3,1,1,2,Real Bed,$70.00 ,0.00%,48.57%,3,strict_14_with_grace_period
9830882,f,Hobart,House,Entire home/apt,4,1,2,3,Real Bed,$209.00 ,0.00%,28.71%,7,strict_14_with_grace_period
9842018,t,Sorell,House,Private room,2,1,1,1,Real Bed,$66.00 ,0.00%,0.00%,1,moderate
9845202,t,Kingborough,Bungalow,Private room,4,1,1,4,Real Bed,$101.00 ,0.00%,29.70%,2,flexible
9846482,f,Hobart,House,Entire home/apt,5,1,2,4,Real Bed,$200.00 ,0.00%,30.00%,2,strict_14_with_grace_period
9846761,t,Launceston,House,Entire home/apt,4,1,2,2,Real Bed,$70.00 ,0.00%,50.00%,2,moderate
9849059,t,Launceston,Apartment,Entire home/apt,2,1,1,1,Real Bed,$129.00 ,0.00%,0.00%,2,moderate
9865120,t,Kingborough,House,Private room,2,1,1,2,Real Bed,$50.00 ,0.00%,20.00%,1,flexible
9870256,t,Kingborough,Bungalow,Entire home/apt,3,1,1,3,Real Bed,$110.00 ,0.00%,45.45%,3,flexible
9886713,f,Glamorgan/Spring Bay,House,Entire home/apt,6,3,3,3,Real Bed,$899.00 ,0.00%,0.00%,2,flexible
9891756,t,Kingborough,House,Entire home/apt,7,2,3,5,Real Bed,$139.00 ,0.00%,0.00%,2,super_strict_30
9905600,f,Northern Midlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,$145.00 ,0.00%,0.00%,1,flexible
9908765,f,Kingborough,House,Private room,4,1,2,2,Real Bed,$253.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9927469,f,West Tamar,Bungalow,Entire home/apt,2,1,1,1,Real Bed,$185.00 ,0.00%,13.51%,1,moderate
9943818,f,Hobart,Apartment,Entire home/apt,4,1,2,3,Real Bed,$135.00 ,0.00%,55.56%,2,strict_14_with_grace_period
9948365,t,Clarence,House,Private room,2,1,1,1,Real Bed,$79.00 ,0.00%,0.00%,1,moderate
9948469,f,Devonport,House,Shared room,8,2,1,8,Real Bed,$45.00 ,0.00%,0.00%,7,flexible
9958222,f,West Coast,House,Entire home/apt,5,1,2,3,Real Bed,$165.00 ,90.91%,0.00%,1,moderate
9958667,t,Launceston,House,Entire home/apt,2,1,1,1,Real Bed,$90.00 ,166.67%,55.56%,1,strict_14_with_grace_period
9959545,t,Launceston,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$99.00 ,0.00%,30.30%,2,moderate
9960228,t,Break O'Day,Bed and breakfast,Private room,2,1,1,1,Real Bed,$135.00 ,0.00%,0.00%,1,flexible
9960269,t,Break O'Day,Bed and breakfast,Private room,2,1,1,1,Real Bed,$135.00 ,0.00%,0.00%,1,flexible
9962914,f,Glamorgan/Spring Bay,House,Entire home/apt,7,2,2,4,Real Bed,$200.00 ,0.00%,0.00%,1,strict_14_with_grace_period
9963060,f,Northern Midlands,House,Entire home/apt,12,2.5,4,8,Real Bed,$205.00 ,0.00%,0.00%,2,strict_14_with_grace_period
9980592,t,Flinders,House,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,0.00%,0.00%,3,strict_14_with_grace_period
9981496,f,Hobart,House,Entire home/apt,5,2,2,3,Real Bed,$150.00 ,0.00%,40.00%,2,moderate
9982862,f,Central Coast,House,Entire home/apt,6,1,3,4,Real Bed,$160.00 ,125.00%,0.00%,2,moderate
10005240,t,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$134.00 ,0.00%,26.12%,2,moderate
10018494,t,Hobart,House,Entire home/apt,12,2,4,8,Real Bed,$366.00 ,54.64%,41.53%,1,flexible
10020662,f,Glamorgan/Spring Bay,House,Entire home/apt,8,3,4,6,Real Bed,$371.00 ,0.00%,0.00%,2,strict_14_with_grace_period
10024354,f,Hobart,House,Entire home/apt,8,1,3,4,Real Bed,$251.00 ,199.20%,19.92%,3,strict_14_with_grace_period
10039626,t,Huon Valley,Cottage,Entire home/apt,4,1,2,3,Real Bed,$129.00 ,0.00%,0.00%,1,flexible
10044217,t,West Tamar,House,Private room,3,1,1,2,Real Bed,$79.00 ,443.04%,40.51%,1,moderate
10044438,t,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$114.00 ,219.30%,35.09%,2,moderate
10044540,t,Clarence,Apartment,Entire home/apt,4,1,1,3,Real Bed,$74.00 ,0.00%,0.00%,1,strict_14_with_grace_period
10054243,f,Kentish,House,Entire home/apt,5,1,2,4,Real Bed,$156.00 ,0.00%,22.44%,1,strict_14_with_grace_period
10074440,f,Hobart,House,Entire home/apt,8,1,4,4,Real Bed,$220.00 ,0.00%,36.36%,5,strict_14_with_grace_period
10077415,f,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,0.00%,0.00%,1,strict_14_with_grace_period
10087060,f,Kingborough,Bed and breakfast,Private room,2,1,1,1,Real Bed,$150.00 ,0.00%,0.00%,1,flexible
10089569,t,Flinders,House,Entire home/apt,4,2,2,2,Real Bed,$291.00 ,0.00%,0.00%,4,strict_14_with_grace_period
10090442,t,Hobart,Apartment,Entire home/apt,4,1,2,2,Real Bed,$140.00 ,0.00%,0.00%,100,moderate
10090624,f,Hobart,Apartment,Entire home/apt,4,1,1,2,Real Bed,$120.00 ,0.00%,16.67%,1,flexible
10092179,t,Burnie,House,Private room,2,1,1,1,Real Bed,$50.00 ,0.00%,0.00%,1,flexible
10092735,f,Hobart,Apartment,Entire home/apt,3,1,2,2,Real Bed,$150.00 ,133.33%,46.67%,3,strict_14_with_grace_period
10094908,t,Sorell,Condominium,Entire home/apt,5,1,2,2,Real Bed,$120.00 ,0.00%,16.67%,1,strict_14_with_grace_period
10104965,f,Glenorchy,House,Private room,2,1,1,1,Real Bed,$61.00 ,0.00%,13.11%,2,flexible
10108831,t,Hobart,Apartment,Entire home/apt,5,1,2,4,Real Bed,$185.00 ,0.00%,32.43%,2,moderate
10121708,t,Burnie,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,0.00%,21.05%,1,flexible
10125880,t,Hobart,House,Entire home/apt,5,1,2,3,Real Bed,$209.00 ,0.00%,0.00%,2,moderate
10129054,t,Dorset,House,Entire home/apt,16,2,7,10,Real Bed,$215.00 ,74.42%,46.51%,2,strict_14_with_grace_period
10129087,f,Hobart,House,Private room,3,1,1,2,Real Bed,$300.00 ,0.00%,0.00%,1,flexible
10129737,t,Circular Head,House,Entire home/apt,8,2,3,6,Real Bed,$120.00 ,0.00%,16.67%,2,strict_14_with_grace_period
10144312,f,Hobart,Apartment,Entire home/apt,2,1,0,1,Real Bed,$72.00 ,0.00%,27.78%,2,strict_14_with_grace_period
10159263,t,Hobart,House,Entire home/apt,5,1,3,3,Real Bed,$219.00 ,91.32%,31.96%,3,strict_14_with_grace_period
10159716,t,Kingborough,Apartment,Entire home/apt,4,1,2,2,Real Bed,$105.00 ,0.00%,28.57%,2,flexible
10177173,f,Clarence,House,Private room,2,1,1,2,Real Bed,$50.00 ,0.00%,0.00%,1,flexible
10180479,f,Glenorchy,House,Entire home/apt,4,1.5,2,2,Real Bed,$98.00 ,0.00%,33.67%,1,strict_14_with_grace_period
10182139,t,Waratah/Wynyard,House,Entire home/apt,8,1.5,3,5,Real Bed,$140.00 ,0.00%,0.00%,2,moderate
10193404,f,Glenorchy,House,Entire home/apt,6,2,3,3,Real Bed,$150.00 ,0.00%,0.00%,5,flexible
10194856,t,Derwent Valley,Tiny house,Entire home/apt,2,1,1,1,Real Bed,$128.00 ,0.00%,14.06%,1,strict_14_with_grace_period
10195069,f,Hobart,House,Entire home/apt,10,1,5,7,Real Bed,$269.00 ,0.00%,31.60%,3,strict_14_with_grace_period
10200717,t,Hobart,House,Entire home/apt,6,1,2,4,Real Bed,$169.00 ,88.76%,41.42%,2,moderate
10207344,t,Glamorgan/Spring Bay,Apartment,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,0.00%,0.00%,1,flexible
10207526,t,Hobart,Townhouse,Entire home/apt,6,1,2,3,Real Bed,$198.00 ,101.01%,30.30%,2,moderate
10209975,t,Hobart,House,Entire home/apt,5,2,3,3,Real Bed,$251.00 ,0.00%,0.00%,2,moderate
10213155,f,Hobart,Apartment,Entire home/apt,2,1,1,1,Real Bed,$112.00 ,0.00%,0.00%,2,moderate
10225146,f,Kingborough,Guest suite,Entire home/apt,3,1,2,2,Real Bed,$125.00 ,0.00%,0.00%,2,moderate
10230190,t,Clarence,Guest suite,Entire home/apt,2,1,1,1,Real Bed,$95.00 ,210.53%,0.00%,1,moderate
10231890,f,Huon Valley,House,Entire home/apt,8,1,2,6,Real Bed,$150.00 ,0.00%,0.00%,1,flexible
10233695,t,Hobart,Loft,Entire home/apt,2,1,0,1,Real Bed,$285.00 ,122.81%,0.00%,2,strict_14_with_grace_period
10235857,t,Huon Valley,House,Entire home/apt,9,2,3,5,Real Bed,$264.00 ,132.58%,0.00%,2,strict_14_with_grace_period
10237676,t,Hobart,Bed and breakfast,Private room,2,1,1,1,Real Bed,$59.00 ,0.00%,42.37%,1,moderate
10251717,f,Hobart,Apartment,Entire home/apt,3,1,1,2,Real Bed,$240.00 ,0.00%,0.00%,2,strict_14_with_grace_period
10255096,f,Hobart,Bungalow,Entire home/apt,2,1,1,1,Real Bed,$129.00 ,0.00%,42.64%,2,strict_14_with_grace_period
10271139,t,Devonport,House,Private room,2,1,1,1,Real Bed,$90.00 ,0.00%,0.00%,1,moderate
10273850,f,Circular Head,Bed and breakfast,Entire home/apt,4,1,1,2,Real Bed,$160.00 ,0.00%,0.00%,1,moderate
