listing_id,f0n,f0p,f1n,f1p,f2n,f2p,f3n,f3p,f4n,f4p,f5n,f5p,f6n,f6p,f7n,f7p
35644,0.0,0.0851063829787234,0.005319148936170213,0.23085106382978723,0.002127659574468085,0.19787234042553192,0.007446808510638298,0.3351063829787234,0.009574468085106383,0.28829787234042553,0.005319148936170213,0.22127659574468084,0.002127659574468085,0.08404255319148936,0.0010638297872340426,0.06489361702127659
38951,0.0,0.06504065040650407,0.0020325203252032522,0.266260162601626,0.0040650406504065045,0.13821138211382114,0.006097560975609756,0.37398373983739835,0.0040650406504065045,0.4329268292682927,0.0020325203252032522,0.11585365853658537,0.01016260162601626,0.07926829268292683,0.0020325203252032522,0.032520325203252036
84581,0.0,0.12727272727272726,0.0,0.3090909090909091,0.0,0.4,0.0,0.4909090909090909,0.0,0.2545454545454545,0.01818181818181818,0.18181818181818182,0.0,0.16363636363636364,0.0,0.03636363636363636
88873,0.0009578544061302681,0.02681992337164751,0.011494252873563218,0.19540229885057472,0.0038314176245210726,0.08812260536398467,0.016283524904214558,0.3563218390804598,0.016283524904214558,0.3620689655172414,0.0019157088122605363,0.1206896551724138,0.007662835249042145,0.06704980842911877,0.004789272030651341,0.04118773946360153
137808,0.0018832391713747645,0.02071563088512241,0.018832391713747645,0.1487758945386064,0.013182674199623353,0.04143126177024482,0.032015065913371,0.3502824858757062,0.02448210922787194,0.2617702448210923,0.01694915254237288,0.11487758945386065,0.009416195856873822,0.04143126177024482,0.007532956685499058,0.022598870056497175
162081,0.001321003963011889,0.09313077939233817,0.007926023778071334,0.309775429326288,0.0019815059445178335,0.2073976221928666,0.004623513870541612,0.2628797886393659,0.0019815059445178335,0.21862615587846765,0.002642007926023778,0.2311756935270806,0.005284015852047556,0.07331571994715984,0.002642007926023778,0.20871862615587847
252996,0.0,0.10285714285714286,0.005714285714285714,0.29714285714285715,0.0,0.22285714285714286,0.005714285714285714,0.28,0.005714285714285714,0.28,0.0,0.2057142857142857,0.0,0.10285714285714286,0.0,0.05142857142857143
268482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
270374,0.0,0.07692307692307693,0.015384615384615385,0.2153846153846154,0.0,0.23846153846153847,0.0,0.2923076923076923,0.0,0.2230769230769231,0.0,0.14615384615384616,0.015384615384615385,0.1076923076923077,0.0,0.038461538461538464
278045,0.0,0.044642857142857144,0.004464285714285714,0.21428571428571427,0.0,0.24553571428571427,0.0,0.38392857142857145,0.004464285714285714,0.26785714285714285,0.0,0.26785714285714285,0.004464285714285714,0.0625,0.0,0.08035714285714286
292399,0.0,0.05185185185185185,0.009876543209876543,0.17037037037037037,0.0049382716049382715,0.20246913580246914,0.009876543209876543,0.2938271604938272,0.007407407407407408,0.18271604938271604,0.009876543209876543,0.2,0.009876543209876543,0.10123456790123457,0.0049382716049382715,0.15555555555555556
292447,0.0,0.049723756906077346,0.011049723756906077,0.2513812154696133,0.0055248618784530384,0.10220994475138122,0.022099447513812154,0.30662983425414364,0.022099447513812154,0.26519337016574585,0.0,0.1685082872928177,0.0,0.06077348066298342,0.0,0.04419889502762431
326771,0.0,0.04838709677419355,0.0,0.20967741935483872,0.0,0.3387096774193548,0.03225806451612903,0.22580645161290322,0.016129032258064516,0.3387096774193548,0.016129032258064516,0.1935483870967742,0.0,0.03225806451612903,0.0,0.03225806451612903
352015,0.0,0.09186351706036745,0.007874015748031496,0.2795275590551181,0.0,0.1272965879265092,0.007874015748031496,0.33070866141732286,0.01706036745406824,0.30183727034120733,0.0,0.2572178477690289,0.003937007874015748,0.07874015748031496,0.0026246719160104987,0.09580052493438321
356624,0.0,0.09433962264150944,0.0,0.20754716981132076,0.018867924528301886,0.24528301886792453,0.03773584905660377,0.33962264150943394,0.0,0.20754716981132076,0.0,0.16981132075471697,0.018867924528301886,0.05660377358490566,0.0,0.07547169811320754
401176,0.0,0.11513157894736842,0.003289473684210526,0.23355263157894737,0.0,0.09868421052631579,0.003289473684210526,0.3125,0.003289473684210526,0.26644736842105265,0.0,0.27960526315789475,0.0,0.07894736842105263,0.0,0.07236842105263158
